食 品 群,食 品 番 号,索 引 番 号,可  食  部   100  g  当  た  り,,,,,可  食  部   100  g  当  た  り,,備  考
15,15160,2088,＜和生菓子・和半生菓子類＞ まんじゅう かるかんまんじゅう こしあん入り, )0,(1.4),()65,()24,(Tr),() .1,"小豆こしあん入り
部分割合： 皮 1、あん 2"
15,15161,2089,＜和生菓子・和半生菓子類＞ まんじゅう かるかんまんじゅう つぶしあん入り, )0,(1.9),()140,()12,(Tr),() .2,"小豆つぶしあん入り
部分割合： 皮 1、あん 2"
15,15030,2090,＜和生菓子・和半生菓子類＞ まんじゅう くずまんじゅう こしあん入り,0,(2.2),(22),(24),0,(0.1),"別名： くずざくら
小豆こしあん入り
部分割合： 皮 2、あん 3"
15,15162,2091,＜和生菓子・和半生菓子類＞ まんじゅう くずまんじゅう つぶしあん入り, )0,(1.3),()75,()10, )0,() .2,"小豆つぶしあん入り
部分割合： 皮 2、あん 3"
15,15031,2092,＜和生菓子・和半生菓子類＞ まんじゅう くりまんじゅう こしあん入り,(30),(3.3),()62,()38, )0,(0.1),"栗入り小豆こしあん入り
部分割合： 皮 1、あん 2"
15,15163,2093,＜和生菓子・和半生菓子類＞ まんじゅう くりまんじゅう つぶしあん入り,(31),(4.7),(160),(26),0,(0.2),"栗入り小豆つぶしあん入り
部分割合： 皮 1、あん 2"
15,15032,2094,＜和生菓子・和半生菓子類＞ まんじゅう とうまんじゅう こしあん入り,(97),(1.7),()57,()33, )0,(0.1),"小豆こしあん入り
部分割合： 皮 4、あん 5"
15,15164,2095,＜和生菓子・和半生菓子類＞ まんじゅう とうまんじゅう つぶしあん入り,(99),(2.3),()140,()23, )0,() .2,"小豆つぶしあん入り
部分割合： 皮 4、あん 5"
15,15033,2096,＜和生菓子・和半生菓子類＞ まんじゅう 蒸しまんじゅう こしあん入り, )0,(2.4),()48,()33, )0,() .2,"薬まんじゅう等
小豆こしあん入り
部分割合： 皮 1、あん 2"
15,15165,2097,＜和生菓子・和半生菓子類＞ まんじゅう 蒸しまんじゅう つぶしあん入り, )0,(3.4),()130,()20, )0,() .2,"小豆つぶしあん入り
部分割合： 皮 1、あん 2"
15,15034,2098,＜和生菓子・和半生菓子類＞ まんじゅう 中華まんじゅう あんまん こしあん入り,(3),(2.6),(65),(58),0,0,"小豆こしあん入り
部分割合： 皮 10、あん 7"
15,15166,2099,＜和生菓子・和半生菓子類＞ まんじゅう 中華まんじゅう あんまん つぶしあん入り,(3),(3.3),(110),(55),0,(0.1),"小豆つぶしあん入り
部分割合： 皮 10、あん 7"
15,15035,2100,＜和生菓子・和半生菓子類＞ まんじゅう 中華まんじゅう 肉まん,(16),(3.2),(310),(28),(7),(1.2),部分割合： 皮 10、肉あん 4.5
15,15036,2101,＜和生菓子・和半生菓子類＞ もなか こしあん入り,0,(3.1),(32),(33),0,0,"小豆こしあん入り
部分割合： 皮 1、あん 9"
15,15167,2102,＜和生菓子・和半生菓子類＞ もなか つぶしあん入り,0,(6.1),(170),(21),0,(0.2),"小豆つぶしあん入り
部分割合： 皮 1、あん 9"
15,15037,2103,＜和生菓子・和半生菓子類＞ ゆべし,0,(0.5),(62),(6),0,(0.6),試料： くるみ入り
15,15038,2104,＜和生菓子・和半生菓子類＞ ようかん 練りようかん,0,(3.1),(24),(33),0,0,
15,15039,2105,＜和生菓子・和半生菓子類＞ ようかん 水ようかん,0,(2.2),(17),(23),0,(0.1),
15,15040,2106,＜和生菓子・和半生菓子類＞ ようかん 蒸しようかん,0,(2.8),(32),(30),0,(0.2),
15,15041,2107,＜和干菓子類＞ あめ玉,0,0,(2),(1),0,0,食塩添加品あり
15,15042,2108,＜和干菓子類＞ 芋かりんとう,(Tr),(2.6),(550),(41),(33),0,別名： 芋けんぴ
15,15043,2109,＜和干菓子類＞ おこし,0,(0.4),(25),(4),0,(0.2),米おこし、あわおこしを含む
15,15044,2110,＜和干菓子類＞ おのろけ豆,0,(2.3),(270),(17),0,(1.0),らっかせい製品
15,15045,2111,＜和干菓子類＞ かりんとう 黒,(Tr),(1.2),(300),(66),0,0,
15,15046,2112,＜和干菓子類＞ かりんとう 白,(Tr),(1.7),(71),(17),0,0,
15,15047,2113,＜和干菓子類＞ ごかぼう,0,(4.5),(500),(48),0,0,
15,15048,2114,＜和干菓子類＞ 小麦粉せんべい 磯部せんべい,0,(1.3),(59),(11),0,(1.3),
15,15049,2115,＜和干菓子類＞ 小麦粉せんべい かわらせんべい,(90),(1.2),(54),(10),0,(0.1),
15,15050,2116,＜和干菓子類＞ 小麦粉せんべい 巻きせんべい,(30),(1.0),(71),(22),0,(0.1),別名： 有平巻き
15,15051,2117,＜和干菓子類＞ 小麦粉せんべい 南部せんべい ごま入り,0,(4.2),(170),(240),0,(1.1),
15,15052,2118,＜和干菓子類＞ 小麦粉せんべい 南部せんべい 落花生入り,0,(3.5),(230),(26),0,(0.9),
15,15053,2119,＜和干菓子類＞ しおがま,0,(0.6),(42),(14),0,(1.5),
15,15056,2120,＜和干菓子類＞ ひなあられ 関西風, )0,(1.3),()100,()8, )0,()1.7,部分割合： あられ 100
15,15055,2121,＜和干菓子類＞ ひなあられ 関東風, )0,(2.5),()220,()18, )0,()1.5,部分割合： あられ 88、甘納豆 6、いり大豆 6
15,15057,2122,＜和干菓子類＞ 米菓 揚げせんべい,(Tr),(0.5),(82),(5),0,(1.2),
15,15058,2123,＜和干菓子類＞ 米菓 甘辛せんべい,0,(0.6),(120),(7),0,(1.2),別名： ざらめせんべい
15,15059,2124,＜和干菓子類＞ 米菓 あられ,0,(0.8),(99),(8),0,(1.7),
15,15060,2125,＜和干菓子類＞ 米菓 しょうゆせんべい,0,(0.6),(130),(8),0,(1.3),
15,15061,2126,＜和干菓子類＞ ボーロ 小粒,(74),0,(44),(15),0,(0.1),"別名： たまごボーロ、乳ボーロ、栄養ボーロ、衛生ボーロ
乳児用としてカルシウム、ビタミン等の添加品あり"
15,15062,2127,＜和干菓子類＞ ボーロ そばボーロ,(87),(1.5),(130),(21),0,(0.3),
15,15063,2128,＜和干菓子類＞ 松風,0,(1.2),(54),(10),0,(0.1),
15,15064,2129,＜和干菓子類＞ みしま豆,0,(6.0),(680),(65),0,0,糖衣のいり大豆
15,15065,2130,＜和干菓子類＞ 八つ橋,0,(0.3),(49),(3),0,0,
15,15066,2131,＜和干菓子類＞ らくがん らくがん,0,(0.2),(19),(3),0,0,みじん粉製品
15,15067,2132,＜和干菓子類＞ らくがん 麦らくがん,0,(5.4),(170),(16),0,0,麦こがし製品
15,15068,2133,＜和干菓子類＞ らくがん もろこしらくがん,0,(6.9),(51),(16),0,(0.3),さらしあん製品
15,15125,2134,＜菓子パン類＞ 揚げパン,3,1.8,110,42,0,1.1,揚げパン部分のみ
15,15069,2135,＜菓子パン類＞ あんパン こしあん入り,(18),(2.5),()64,()30, )0,(0.3),"小豆こしあん入り
部分割合： パン 10、あん 7"
15,15168,2136,＜菓子パン類＞ あんパン つぶしあん入り,(18),(3.3),()120,()23, )0,(0.3),"小豆つぶしあん入り
部分割合： パン 10、あん 7"
15,15126,2137,＜菓子パン類＞ あんパン 薄皮タイプ こしあん入り,(17),(2.4),()45,()36, )0,() .1,"ミニあんパン
小豆こしあん入り
部分割合： パン 22、あん 78"
15,15169,2138,＜菓子パン類＞ あんパン 薄皮タイプ つぶしあん入り,(17),(3.2),()150,()21, )0,() .2,"ミニあんパン
小豆つぶしあん入り
部分割合： パン 22、あん 78 "
15,15127,2139,＜菓子パン類＞ カレーパン 皮及び具,(13),(1.6),(130),(24),0,(1.2),"製品全体
部分割合： パン 69、具 31"
15,15128,2140,＜菓子パン類＞ カレーパン 皮のみ,14,1.3,100,23,0,1.0,
15,15129,2141,＜菓子パン類＞ カレーパン 具のみ,11,2.4,200,28,0,1.8,
15,15070,2142,＜菓子パン類＞ クリームパン,(98),(1.3),()120,()57,(Tr),(0.4),部分割合： パン 5、カスタードクリーム 3
15,15130,2143,＜菓子パン類＞ クリームパン 薄皮タイプ,(140),(0.6),()110,()72,(Tr),(0.2),"ミニクリームパン
部分割合： パン 31、カスタードクリーム 69"
15,15071,2144,＜菓子パン類＞ ジャムパン,(20),(1.6),()84,()20,()3,(0.3),部分割合： パン 5、いちごジャム 3
15,15072,2145,＜菓子パン類＞ チョココロネ,(21),(1.1),()160,()78,(Tr),(0.4),"部分割合： パン 5、チョコクリーム 4
テオブロミン：Tr、ポリフェノール： Tr"
15,15131,2146,＜菓子パン類＞ チョコパン 薄皮タイプ,(16),(0.8),()190,()100,(Tr),(0.4),"ミニチョコパン
部分割合： パン 31、チョコクリーム 69
テオブロミン： Tr、ポリフェノール： 0.1 g"
15,15132,2147,＜菓子パン類＞ メロンパン,37,1.7,110,26,0,0.5,
15,15181,2148,＜菓子パン類＞ 菓子パン あんなし,(31),(1.7),()92,()26, )0,(0.5),
15,15073,2149,＜ケーキ・ペストリー類＞ シュークリーム,(200),(0.3),()120,()91,()1,() .2,"エクレアを含む
部分割合： 皮 1、カスタードクリーム 5"
15,15074,2150,＜ケーキ・ペストリー類＞ スポンジケーキ,(170),(0.7),()92,()27, )0,() .2,
15,15075,2151,＜ケーキ・ペストリー類＞ ショートケーキ 果実なし,(140),(0.6),()86,()31, )0,() .2,"デコレーションケーキを含む（果実などの具材は含まない。）
スポンジとクリーム部分のみ
部分割合： スポンジケーキ 3、ホイップクリーム 1"
15,15170,2152,＜ケーキ・ペストリー類＞ ショートケーキ いちご,(140),(0.9),()120,()34,()15,() .2,部分割合：スポンジケーキ3、ホイップクリーム1、イチゴ1
15,15133,2153,＜ケーキ・ペストリー類＞ タルト （洋菓子）,(100),(1.4),()120,()82,()21,() .2,
15,15134,2154,＜ケーキ・ペストリー類＞ チーズケーキ ベイクドチーズケーキ,(160),(0.2),()86,()53,()2,(0.5),
15,15135,2155,＜ケーキ・ペストリー類＞ チーズケーキ レアチーズケーキ,(64),(0.3),(93),(98),(2),(0.5),
15,15182,2156,＜ケーキ・ペストリー類＞ デニッシュペストリー アメリカンタイプ プレーン,(41),(2.1),()92,()27, )0,(0.8),デニッシュ部分のみ
15,15076,2157,＜ケーキ・ペストリー類＞ デニッシュペストリー デンマークタイプ プレーン ,(62),(2.7),()80,()17, )0,(0.5),デニッシュ部分のみ
15,15183,2158,＜ケーキ・ペストリー類＞ デニッシュペストリー アメリカンタイプ あん入り こしあん,(24),(2.9),(68),(33),0,(0.5),部分割合：デニッシュペストリープレーン10、並練りあん７
15,15184,2159,＜ケーキ・ペストリー類＞ デニッシュペストリー アメリカンタイプ あん入り つぶしあん,(24),(3.6),(120),(23),0,(0.5),部分割合：デニッシュペストリープレーン10、つぶし練りあん７
15,15171,2160,＜ケーキ・ペストリー類＞ デニッシュペストリー デンマークタイプ あん入り こしあん,(39),(3.3),(65),(29), )0,(0.3),部分割合：デニッシュペストリープレーン10、並練りあん７
15,15172,2161,＜ケーキ・ペストリー類＞ デニッシュペストリー デンマークタイプ あん入り つぶしあん,(40),(4.2),(120),(19),0,(0.4),部分割合：デニッシュペストリープレーン10、つぶし練りあん７
15,15185,2162,＜ケーキ・ペストリー類＞ デニッシュペストリー アメリカンタイプ あん入り カスタードクリーム,(93),(1.4),()100,()51,(Tr),(0.5),部分割合：デニッシュペストリープレーン5、カスタードクリーム3
15,15173,2163,＜ケーキ・ペストリー類＞ デニッシュペストリー デンマークタイプ あん入り カスタードクリーム,(130),(2.1),()120,()56,(Tr),() .5,部分割合：デニッシュペストリープレーン5、カスタードクリーム3
15,15077,2164,＜ケーキ・ペストリー類＞ ドーナッツ イーストドーナッツ プレーン,(19),(1.5),()110,()43,(Tr),(0.8),
15,15174,2165,＜ケーキ・ペストリー類＞ ドーナッツ イーストドーナッツ あん入り こしあん,(12),(2.6),()85,()45, )0,(0.5),部分割合：イーストドーナッツプレーン10、並練りあん７
15,15175,2166,＜ケーキ・ペストリー類＞ ドーナッツ イーストドーナッツ あん入り つぶしあん,(12),(3.4),()140,()36, )0,() .6,部分割合：イーストドーナッツプレーン10、つぶし練りあん７
15,15176,2167,＜ケーキ・ペストリー類＞ ドーナッツ イーストドーナッツ あん入り カスタードクリーム,(97),(1.2),()140,()75,(Tr),() .6,部分割合：イーストドーナッツプレーン5、カスタードクリーム3
15,15078,2168,＜ケーキ・ペストリー類＞ ドーナッツ ケーキドーナッツ プレーン,(90),(1.2),()120,()42, )0,() .4,
15,15177,2169,＜ケーキ・ペストリー類＞ ドーナッツ ケーキドーナッツ あん入り こしあん,(120),(2.4),()90,()46, )0,() .3,部分割合：ケーキドーナッツプレーン10、並練りあん７
15,15178,2170,＜ケーキ・ペストリー類＞ ドーナッツ ケーキドーナッツ あん入り つぶしあん,(120),(3.4),()150,()36, )0,() .3,部分割合：ケーキドーナッツプレーン10、つぶし練りあん７
15,15179,2171,＜ケーキ・ペストリー類＞ ドーナッツ ケーキドーナッツ あん入り カスタードクリーム,(250),(0.7),()150,()76,(Tr),() .4,部分割合：ケーキドーナッツプレーン5、カスタードクリーム3
15,15079,2172,＜ケーキ・ペストリー類＞ パイ パイ皮,(1),(1.3),(50),(9),0,(1.0),
15,15080,2173,＜ケーキ・ペストリー類＞ パイ アップルパイ,(1),(1.2),()54,()5,()1,() .4,部分割合： パイ皮 1、甘煮りんご 1
15,15081,2174,＜ケーキ・ペストリー類＞ パイ ミートパイ,(13),(1.8),()110,()11,(Tr),()1.1,
15,15082,2175,＜ケーキ・ペストリー類＞ バターケーキ,(160),(0.7),(74),(22),0,(0.6),パウンドケーキ、マドレーヌを含む
15,15083,2176,＜ケーキ・ペストリー類＞ ホットケーキ,(77),(1.1),(210),(110),(Tr),(0.7),
15,15084,2177,＜ケーキ・ペストリー類＞ ワッフル カスタードクリーム入り,(140),(0.8),()160,()99,()1,() .2,部分割合： 皮 1、カスタードクリーム 1
15,15085,2178,＜ケーキ・ペストリー類＞ ワッフル ジャム入り,(53),(1.3),()120,()44,()6,(0.1),部分割合： 皮 1、いちごジャム 1
15,15086,2179,＜デザート菓子類＞ カスタードプリン,(120),0,(130),(81),(1),(0.2),"別名： プリン、カスタードプディング
プリン部分のみ"
15,15136,2180,＜デザート菓子類＞ 牛乳寒天,(4),(0.5),(51),(38),(Tr),0,杏仁豆腐を含む
15,15142,2181,＜デザート菓子類＞ こんにゃくゼリー,0,(0.8),(110),(15),0,(0.1),
15,15087,2182,＜デザート菓子類＞ ゼリー オレンジ,0,(0.2),(180),(9),(40),0,"別名：オレンジゼリー
ゼラチンゼリー
ゼリー部分のみ"
15,15088,2183,＜デザート菓子類＞ ゼリー コーヒー,0,0,(47),(2),0,0,"別名：コーヒーゼリー
ゼラチンゼリー
ゼリー部分のみ
カフェイン： 0.1 g、タンニン：0.2g"
15,15089,2184,＜デザート菓子類＞ ゼリー ミルク,(12),0,(150),(110),(1),(0.1),"別名：ミルクゼリー
ゼラチンゼリー
ゼリー部分のみ"
15,15090,2185,＜デザート菓子類＞ ゼリー ワイン,0,0,(11),(1),0,0,"別名：ワインゼリー
ゼラチンゼリー
ゼリー部分のみ
アルコール： 0.9 g"
15,15091,2186,＜デザート菓子類＞ ババロア,(150),0,(90),(72),(Tr),(0.1),ババロア部分のみ
15,15092,2187,＜ビスケット類＞ ウエハース,18,1.2,76,21,0,1.2,乳幼児用としてカルシウム、 ビタミン等添加品あり
15,15141,2188,＜ビスケット類＞ ウエハース クリーム入り,(1),(2.1),()58,()16, )0,() .9,乳幼児用としてカルシウム、 ビタミン等添加品あり
15,15093,2189,＜ビスケット類＞ クラッカー オイルスプレークラッカー,-,2.1,110,180,(0),1.5,別名： スナッククラッカー
15,15094,2190,＜ビスケット類＞ クラッカー ソーダクラッカー,-,2.1,140,55,(0),1.9,
15,15095,2191,＜ビスケット類＞ サブレ,(54),(1.3),(110),(36),(0),(0.2),
15,15054,2192,＜ビスケット類＞ 中華風クッキー,(75),(1.1),(81),(25),0,(0.2),ラードを用いたもの
15,15097,2193,＜ビスケット類＞ ビスケット ハードビスケット,10,2.3,140,330,(0),0.8,乳幼児用としてカルシウム、 ビタミン等添加品あり
15,15098,2194,＜ビスケット類＞ ビスケット ソフトビスケット,58,1.4,110,20,(0),0.6,クッキーを含む
15,15099,2195,＜ビスケット類＞ プレッツェル,-,2.6,160,36,-,1.9,
15,15096,2196,＜ビスケット類＞ リーフパイ,1,1.7,77,14,0,0.1,"パルミエを含む
別名： パフ"
15,15100,2197,＜ビスケット類＞ ロシアケーキ,(1),(1.8),(140),(41),0,(0.5),部分割合： ビスケット 4、マカロン 2、クリーム 1
15,15101,2198,＜スナック類＞ 小麦粉あられ,(1),(2.3),(100),(18),0,(1.8),別名： 小麦粉系スナック
15,15102,2199,＜スナック類＞ コーンスナック,(0),1.0,89,50,(0),1.2,
15,15103,2200,＜スナック類＞ ポテトチップス ポテトチップス,Tr,4.2,1200,17,15,1.0,別名：ポテトチップ
15,15104,2201,＜スナック類＞ ポテトチップス 成形ポテトチップス,-,4.8,900,49,9,0.9,別名：ポテトチップ
15,15109,2202,＜キャンデー類＞ かわり玉,0,0,(2),(1),0,0,別名： チャイナマーブル 
15,15105,2203,＜キャンデー類＞ キャラメル,14,0,180,190,(0),0.3,試料： ハードタイプ
15,15107,2204,＜キャンデー類＞ ゼリーキャンデー,0,(0.9),(1),(8),0,0,寒天ゼリー
15,15108,2205,＜キャンデー類＞ ゼリービーンズ,0,(0.9),(6),(10),0,0,部分割合： 糖衣 5、ゼリー 6
15,15110,2206,＜キャンデー類＞ ドロップ,0,0,(1),(1),0,0,
15,15111,2207,＜キャンデー類＞ バタースコッチ,(17),0,(4),(2),0,(0.4),
15,15112,2208,＜キャンデー類＞ ブリットル,0,(3.6),(380),(26),0,(0.2),いり落花生入り
15,15113,2209,＜キャンデー類＞ マシュマロ,0,0,(1),(1),0,0,
15,15106,2210,＜キャンデー類＞ ラムネ,(0),(0),5,110,2,0.2,
15,15137,2211,＜チョコレート類＞ アーモンドチョコレート,(12),(6.1),(550),(240),0,(0.1),"部分割合： チョコレート 27、アーモンド 15
テオブロミン： 0.1 g、カフェイン： 0 g、ポリフェノール： 0.5 g "
15,15114,2212,＜チョコレート類＞ カバーリングチョコレート,(15),(3.2),()320,()160, )0,() .3,"別名： エンローバーチョコレート
ビスケット等をチョコレートで被覆したもの
部分割合： チョコレート 3、ビスケット 2
テオブロミン： 0.1 g、カフェイン： Tr、ポリフェノール： 0.4 g "
15,15186,2212-1,＜チョコレート類＞ スイートチョコレート,4,7.7,430,60,0,0,"テオブロミン： 0.5 g、カフェイン： 0.1g、ポリフェノール： 1.4 g
食物繊維：AOAC2011.25法"
15,15187,2212-2,＜チョコレート類＞ スイートチョコレート カカオ増量,2,13.1,900,71,0,0,"テオブロミン： 0.8 g、カフェイン： 0.1g、ポリフェノール： 2.2 g
食物繊維：AOAC2011.25法"
15,15115,2213,＜チョコレート類＞ ホワイトチョコレート,22,0.6,340,250,-,0.2,ポリフェノール： Tr
15,15116,2214,＜チョコレート類＞ ミルクチョコレート,19,3.9,440,240,(0),0.2,テオブロミン： 0.2 g、カフェイン： Tr、ポリフェノール： 0.7 g
15,15117,2215,＜果実菓子類＞ マロングラッセ,(0),-,60,8,0,0.1,
15,15118,2216,＜チューインガム類＞ 板ガム,0,0,(3),(3),0,0,廃棄部位： ガムベース
15,15119,2217,＜チューインガム類＞ 糖衣ガム,0,0,(4),(1),0,0,"別名： 粒ガム
廃棄部位： ガムベース"
15,15120,2218,＜チューインガム類＞ 風船ガム,0,0,(4),(3),0,0,廃棄部位： ガムベース
15,15138,2219,＜その他＞ カスタードクリーム,(180),(0.2),(120),(93),(1),(0.1),業務用
15,15139,2220,＜その他＞ しるこ こしあん,0,(3.2),(29),(35),0,0,"別名： 御膳しるこ
具材は含まない"
15,15140,2221,＜その他＞ しるこ つぶしあん,0,(4.3),(120),(14),-,(0.1),"別名： 田舎しるこ、ぜんざい
具材は含まない"
15,15180,2222,＜その他＞ チョコレートクリーム,(15),(0.6),(310),(160),(1),(0.5),テオブロミン： Tr
16,16001,2223,＜アルコール飲料類＞ （醸造酒類） 清酒 普通酒,0,0,5,3,0,0,"別名： 日本酒
アルコール： 15.4 容量 %
(100 g： 100.1 mL、100 mL： 99.9 g)"
16,16002,2224,＜アルコール飲料類＞ （醸造酒類） 清酒 純米酒,0,0,5,3,0,0,"別名： 日本酒
アルコール： 15.4 容量 %
(100 g： 100.2 mL、100 mL： 99.8 g)"
16,16003,2225,＜アルコール飲料類＞ （醸造酒類） 清酒 本醸造酒,0,0,5,3,0,0,"別名： 日本酒
アルコール： 15.4 容量 %
(100 g： 100.2 mL、100 mL： 99.8 g)"
16,16004,2226,＜アルコール飲料類＞ （醸造酒類） 清酒 吟醸酒,0,0,7,2,0,0,"別名： 日本酒
アルコール： 15.7 容量 %
(100 g： 100.3 mL、100 mL： 99.7 g)"
16,16005,2227,＜アルコール飲料類＞ （醸造酒類） 清酒 純米吟醸酒,0,0,5,2,0,0,"別名： 日本酒
アルコール： 15.1 容量 %
(100 g： 100.2 mL、100 mL： 99.8 g)"
16,16006,2228,＜アルコール飲料類＞ （醸造酒類） ビール 淡色,0,0,34,3,0,0,"生ビールを含む
アルコール： 4.6 容量 %
(100 g： 99.2 mL、100 mL： 100.8 g)"
16,16007,2229,＜アルコール飲料類＞ （醸造酒類） ビール 黒,0,0.2,55,3,0,0,"生ビールを含む
アルコール： 5.3容量 %
(100 g： 99.0 mL、100 mL： 101.0 g)"
16,16008,2230,＜アルコール飲料類＞ （醸造酒類） ビール スタウト,0,0.3,65,3,0,0,"アルコール： 7.6 容量 %
(100 g： 98.1 mL、100 mL： 101.9 g)"
16,16009,2231,＜アルコール飲料類＞ （醸造酒類） 発泡酒,0,0,13,4,0,0,"アルコール： 5.3 容量 %
(100 g： 99.1 mL、100 mL： 100.9 g)"
16,16010,2232,＜アルコール飲料類＞ （醸造酒類） ぶどう酒 白,(0),-,60,8,0,0,"別名： 白ワイン
アルコール： 11.4 容量 %
(100 g： 100.2 mL、100 mL： 99.8 g)"
16,16011,2233,＜アルコール飲料類＞ （醸造酒類） ぶどう酒 赤,(0),-,110,7,0,0,"別名： 赤ワイン
アルコール： 11.6 容量 %
(100 g： 100.4 mL、100 mL： 99.6 g)"
16,16012,2234,＜アルコール飲料類＞ （醸造酒類） ぶどう酒 ロゼ,0,0,60,10,0,0,"別名： ロゼワイン
アルコール： 10.7 容量 %
(100 g： 99.8 mL、100 mL： 100.2 g)"
16,16013,2235,＜アルコール飲料類＞ （醸造酒類） 紹興酒,(0),Tr,55,25,0,0,"アルコール： 17.8 容量 %
(100 g： 99.4 mL、100 mL： 100.6 g)"
16,16014,2236,＜アルコール飲料類＞ （蒸留酒類） しょうちゅう 連続式蒸留しょうちゅう,(0),(0),-,-,(0),(0),"アルコール： 35.0 容量 %
(100 g： 104.4 mL、100 mL： 95.8 g)"
16,16015,2237,＜アルコール飲料類＞ （蒸留酒類） しょうちゅう 単式蒸留しょうちゅう,(0),(0),-,-,(0),-,"アルコール： 25.0 容量 % 
(100 g： 103.1 mL、100 mL： 97.0 g)"
16,16060,2238,＜アルコール飲料類＞ （蒸留酒類） しょうちゅう 泡盛,-,-,1,Tr,-,0,"(100g： 104.4mL、100mL： 95.8g)
アルコール： 35.4容量%"
16,16016,2239,＜アルコール飲料類＞ （蒸留酒類） ウイスキー,(0),(0),1,0,(0),0,"アルコール： 40.0 容量 %
(100 g： 105.0 mL、100 mL： 95.2 g)"
16,16017,2240,＜アルコール飲料類＞ （蒸留酒類） ブランデー,(0),(0),1,0,(0),0,"アルコール： 40.0 容量 %
(100 g： 105.0 mL、100 mL： 95.2 g)"
16,16018,2241,＜アルコール飲料類＞ （蒸留酒類） ウオッカ,(0),(0),Tr,(0),(0),0,"アルコール：40.4 容量 % 
(100 g： 105.3 mL、100 mL： 95.0 g)"
16,16019,2242,＜アルコール飲料類＞ （蒸留酒類） ジン,(0),(0),Tr,(0),(0),0,"アルコール： 47.4 容量 %
(100 g： 106.4 mL、100 mL： 94.0 g)"
16,16020,2243,＜アルコール飲料類＞ （蒸留酒類） ラム,(0),(0),Tr,0,(0),0,"アルコール： 40.5 容量 %
(100 g： 105.2 mL、100 mL： 95.1 g)"
16,16021,2244,＜アルコール飲料類＞ （蒸留酒類） マオタイ酒,(0),(0),Tr,2,(0),0,"アルコール： 53.0 容量 %
(100 g： 107.5 mL、100 mL： 93.0 g)"
16,16022,2245,＜アルコール飲料類＞ （混成酒類） 梅酒,-,-,39,1,0,0,"アルコール： 13.0 容量 %
(100 g： 96.2 mL、100 mL： 103.9 g)"
16,16023,2246,＜アルコール飲料類＞ （混成酒類） 合成清酒,-,-,3,2,0,0,"アルコール： 15.5 容量 %
(100 g： 99.7 mL、100 mL： 100.3 g)"
16,16024,2247,＜アルコール飲料類＞ （混成酒類） 白酒,-,-,14,3,1,0,"アルコール： 7.4 容量 %
(100 g： 82.6 mL、100 mL： 121.0 g)"
16,16025,2248,＜アルコール飲料類＞ （混成酒類） みりん 本みりん,-,-,7,2,0,0,"アルコール： 14.0 容量 %
(100 g： 85.5 mL、100 mL： 117.0 g)"
16,16026,2249,＜アルコール飲料類＞ （混成酒類） みりん 本直し,-,-,2,2,0,0,"別名： やなぎかげ
アルコール： 22.4 容量 %
(100 g： 97.0 mL、100 mL： 103.1 g)"
16,16027,2250,＜アルコール飲料類＞ （混成酒類） 薬味酒,-,-,14,1,0,0,"アルコール： 14.6 容量 %
(100 g： 91.5 mL、100 mL： 109.3 g)"
16,16028,2251,＜アルコール飲料類＞ （混成酒類） キュラソー,-,-,Tr,Tr,0,0,"試料： オレンジキュラソー
アルコール： 40.4 容量 %
(100 g： 95.0 mL、100 mL： 105.3 g)"
16,16029,2252,＜アルコール飲料類＞ （混成酒類） スイートワイン,-,-,70,5,0,0,"アルコール： 14.5 容量 %
(100 g： 96.4 mL、100 mL： 103.7g)"
16,16030,2253,＜アルコール飲料類＞ （混成酒類） ペパーミント,-,-,1,Tr,0,0,"アルコール： 30.2 容量 %
(100 g： 89.3 mL、100 mL： 112.0 g)"
16,16031,2254,＜アルコール飲料類＞ （混成酒類） ベルモット 甘口タイプ,-,-,29,6,0,0,"アルコール： 16.0 容量 %
(100 g： 95.5 mL、100 mL： 104.7 g)"
16,16032,2255,＜アルコール飲料類＞ （混成酒類） ベルモット 辛口タイプ,-,-,26,8,0,0,"アルコール： 18.0 容量 %
(100 g： 100.5 mL、100 mL： 99.5 g)"
16,16059,2256,＜アルコール飲料類＞ （混成酒類） 缶チューハイ レモン風味,(0),0.1,13,1,0,0,"アルコール： 7.1 容量 %
(100 g： 99.9 ml、100 ml： 100.1 g)"
16,16033,2257,＜茶類＞ （緑茶類） 玉露 茶,(0),43.9,2800,390,110,0,カフェイン： 3.5 g、タンニン： 10.0 g
16,16034,2258,＜茶類＞ （緑茶類） 玉露 浸出液,(0),-,340,4,19,0,"浸出法： 茶 10 g/60 °C 60 mL、2.5分
カフェイン： 0.16 g、タンニン： 0.23 g"
16,16035,2259,＜茶類＞ （緑茶類） 抹茶 茶,(0),38.5,2700,420,60,0,"粉末製品
(100 g：182mL、100 mL：55g)
カフェイン： 3.2 g、タンニン： 10.0 g、硝酸イオン： Tr"
16,16036,2260,＜茶類＞ （緑茶類） せん茶 茶,(0),46.5,2200,450,260,0,カフェイン： 2.3 g、タンニン： 13.0 g
16,16037,2261,＜茶類＞ （緑茶類） せん茶 浸出液,(0),-,27,3,6,0,"浸出法： 茶 10 g/90 °C 430 mL、1分
カフェイン： 0.02 g、タンニン： 0.07 g"
16,16038,2262,＜茶類＞ （緑茶類） かまいり茶 浸出液,(0),-,29,4,4,0,"浸出法： 茶 10 g/90 °C 430 mL、1分
カフェイン： 0.01 g、タンニン： 0.05 g"
